SOTNSKC12AB0182FD2,Skellatella,"A Little South Of Zero","A Poetic Yesterday",2008
SOLZLJW12AB01886B4,"Coz I Did","Coz I Can",Hardknox,1997
SONKDVU12AB017D545,"Kindhearted Woman Blues","Spiral Staircase","Ralph McTell",1982
SONUPEK12AF72A2D5C,Sinner,"The Essential","Judas Priest",1977
SOWSUKH12AB017F7AC,"Working On A Building Of Love","Soul Agenda","The Chairmen of the Board",1972
SOMBIFI12A6D4F967C,"Rogue Santa","EMI Comedy - Bob Hope","Bob Hope",0
SOPPDQM12A58A7C50E,"The Sleep Song","Sing Me To Sleep_ Mommy","Crystal Lewis",0
SOUFWUX12A8C144C2D,"Too Young To Fall","Killer On The Rampage","Eddy Grant",1982
SOTGDGG12A8C142917,"Gdy Kochasz Mnie","Przed Switem","Lidia Kopania",0
SODHEUZ12A6D4F778B,"Guidance Dub","Run It Red","King Tubby",0
SOCTUCF12A8C13C7CB,"Me And Charlie Talking",Kerosene,"Miranda Lambert",2005
SOWAUZM12A8C132815,"A Song Dedicated to the  Memory of Stormy the Rabbit","People Who Can Eat People are the Luckiest People in the World","Andrew Jackson Jihad",0
SOARNES12AC468873F,"Other Souvenir","Lost and Late...","Martin Dupont",0
SOMPAUZ12A6D4FAAA0,"Vénus","Psyché","Marie Chasles",0
SOUQHIJ12A8C13F0BD,"Popurri del Amor(medley)","Corazon Buenas Noches","Mariachi Sol De Mexico",0
SOUSTGH12A8C136F8E,"Non E' Finita","Una Rosa Blu","Michele Zarrillo",0
SOGBTEP12AB0186ADA,Related,Buckcherry,Buckcherry,1999
SOUAKEW12B0B8078CE,Cocoon,"Castaways and Cutouts","The Decemberists",2002
SOYRDJN12A8C135344,"Formula '98 (Hockenheim Club Mix)","Formula '98","DJ Visage",0
SOVOQLR12A81C21869,"Lonely House","The Rules of the Game","Adi Braun",0
SOUPCJD12AB01829CC,"Deviens ce que tu es (Feat. Soprano)","Il Etait Une Fois...",Mino,0
SOZIURY12A5891DCE9,"Big Trucks","It's Hard To Find A Friend","Pedro The Lion",1998
SONLYXL12AB017F6B6,"Your Forgotten","Suicide House EP","Dietrich Schoenemann",0
SORPZHB12AB018729D,"I'm The One Who Wants To Be With You","The Covers EP",Ruth,0
SOACVMB12AB017FED1,"You Go To My Head","The Art Of The Ballad","Art Pepper",1992
SOATQNS12A67020D48,"Art School","In The City","The Jam",1977
SOBDCMT12A8C141B76,"Electric City","Who Stole The Sky?","Sainkho Namtchylak",2004
SOCFMHI12AB01876AF,Zelda,"Black & White",Detroit7,2009
SOUHJQS12A58A79DF5,"Mr. Wichtig","Klappe die 2te/4 Bonus Tracks","Tic Tac Toe",1997
SOWKNXY12A6D4FBA9A,"New York House (Groovy Mix)","New York House","Jellybean_ (featuring Marlon D.)",0
SODNJLZ12AB0185E1E,"Black and White","Un Géant Sur Son Nuage","Django Reinhardt",1992
SODKUPR12A8C13C6E5,"Trinkt! Trinkt! (Walzer aus dem Singspiel ""Der Studentenprinz"")","Das Beste zum Jubiläum",Heino,2005
SOVDJUU12AB01810BF,"Dear Tempest - Tossed! Dear Weakened","Songs Against The Glaciation","Get Well Soon",2008
SOYITGL12A8C13B0A6,Prelude,"The Narrow Scope of Things",Embodyment,0
SOXGNSC12AB0187C48,"The Wanderer (Radio Edit) [Kenzo]","Jil is lucky (Kenzo Flower Release + Radio edit)","Jil Is Lucky",0
SOPPZEU12AB0184E10,"Whiskey In The Jar","The Best Of Celtic Country - 20 Favourites","John Davis",0
SONCXCW12AB0181FCF,"When I Come Thru","High Caliber","Jay Tee",0
SOCWWFZ12AB018AFC9,"Why Are We Here","Surrender to Love","The Timetravellers",0
SOVHBCW12A81C209FF,"Be Honest With Me (LP Version)","The Country Side Of Esther","Esther Phillips",0
SOLKDFE12AAFF443B2,"Lunes (Remix)","Pastora Rmx Ed Elegant Distortion",Pastora,2009
SOYIXTX12A58A7B02F,"1. En el generalife","Rodrigo: Concierto de Aranjuez / Falla: Nights in the Gardens of Spain etc.","Alicia de Larrocha / London Philharmonic Orchestra / Rafael Frühbeck de Burgos",0
SOAYNGN12AC3DF70AE,"Smoked A Million Beers","Fiction To Shame","The Great Crusades",0
SOBDBKN12A6D4F7808,"Loveboat(Nuca Remix)",Loveboat,"Timid Tiger",0
SOVEGVA12A8C13A401,"Nothing Is Real","The Spacefrogs Vol. 1",Marmion,1994
SOUUBFM12A8C13101A,"On This Fine Morning","Somewhere Along The Way","Chris Cain",0
SOJHEXU12A8C133D66,"Heul Doch (Akustik Version)","Heul Doch",LaFee,2007
SOJGPGM12A8C141E37,"How do you feel?",Relocated,Camouflage,0
SOCGACV12A8C13D1B5,"L'Uomo E La Valigia","Mino Reitano","Mino Reitano",0
SOALFPU12AB0184533,"Upp Till Kamp","Upp Till Kamp","The Stoner",0
SOASGTT12AB0182F77,"The Wandering Minstrel / Jackson's Morning Brush","The Wandering Minstrel","Séamus Ennis",0
SOLYDDS12AAF3B4239,Qwert_Ameliorate,The_Nineteen_Floors,Arc_Lab,0
SOSTXVR12A6701CD79,"The Everlasting Gaze","Rotten Apples_ The Smashing Pumpkins Greatest Hits","The Smashing Pumpkins",2000
SOJNSXH12AF72A49DB,"Free Again","Scary Kids Scaring Kids","Scary Kids Scaring Kids",2007
SOBLXAK12AC3DF6131,"Wild Machines",Fever,"Sleepy Sun",2010
SOEGXSH12A8C145053,Carwreck,"Carwreck EP","Funki Porcini",1996
SOSVZVH12A8C134270,"A Worker For The Lord","The Tide Of Life","The Five Blind Boys Of Mississippi",2007
SONCEPE12A6701C5AD,"Sweet Kinda' Something","Sweet Kinda Something",Beulah,0
SOLABKC12AB01849CE,"Dead Inside (Bonus Track)","Awake [Deluxe]",Skillet,0
SOCWHJZ12A6D4FB2AC,"Tudo Bem_ Tudo Bom???? Ou Mesmo Até....","Sempre Frenéticas","Frenéticas",0
SOPBPIS12A8C13D7FD,Cicl?,"Cognitive Dissonance","Andomat 3000",2008
SODPVZQ12A8C13C46E,"Siempre (Original Mix)",Siempre,"Kiko Navarro",0
SOENPIO12AB0179F8D,"To Climb","River of Days","Michael Joy",0
SOMJRRN12A8C139400,"Como Pagan....pago","Mis Favoritas","Juan Valentin",0
SOKLXVD12AB0188913,"Unterwegs zu dir","Du zierst dich",Knastboxer,0
SOFLNIQ12A67AD9778,"Chose Sauvage",Twinemen,Twinemen,2002
SOHXZPS12AB0182AC1,Elle,Bori,"Edgar Bori",0
SOHAUCS12A67ADE5BD,"Laulut kun kuolevat","20 Suosikkia / Aikuinen nainen","Paula Koivuniemi",2005
SOGBBVX12AB018E406,"Dobro neka svira","The Ultimate Collection","Crvena Jabuka",2005
SOAFSTW12AB018461F,"Passages of Lesser Light",Starvation,Wormwood,0
SOFJQWW12AB017EBB4,"Precious Years","Two Shots","Matt Dusk",2004
SOCHTHF12AB017E206,"Don't Start Me Talkin'","Roots Of Blues","Sonny Boy Williamson",2004
SOWPJRP12A8C140909,"Acid Tongue -New Mind Remix","The Hand That Feeds: The Remixes",Attrition,0
SOJGOIV12AB018A0A8,"Get It For You","Get It For You","Columbian Neckties",0
SODRROM12AAF3B2BC9,"Still I Rise","Praise Your Way Out: Songs of Inspiration & Hope","Yolanda Adams",2001
SOHTCAD12AB018E9B6,"Froyas Smykke",Mardraum,Enslaved,0
SOQDSCY12A6701F322,"Ace Of Spades","The Evil","Diamond Rexx",0
SOAHBJT12AB01816EA,"L'Enfant : Ah!  vous dormez tranquille...","Maupassant et les femmes : Nouvelles","Miou Miou",0
