SODSOLA12AB0184CA3,"Ich schwöre","Ich schwöre! - Das volle Programm","Udo Lindenberg",1996
SOPPDYO12AB01857DD,"Now Demolition","Infected Nations",Evile,2009
SOBGWYD12A6D4FD600,"Dime Pieces","Respect Tha Game",Quest,0
SOFMHXH12AB0186D75,"Travelin Light","Trad Jazz Legends Billie Holiday","Billie Holiday",0
SOTWZGY12A6BD563C1,"Shyamala Dandakam - Shlokam - Ragamalika","Janani_ The Supreme As The Mother","Gayathri Venkataraghavan",0
SOACXHU12AB017C347,"O Solo Mio","I Must Sing","Tony Mason-Cox",1993
SOKOEPU12A8C134B0F,"The Long Riders","Cross Currents","Richard Souther",1989
SOKLZDQ12A8C143D9D,"Igual Que Una Sombra - Original","Leo Marini Selected Hits Vol. 2","Leo Marini",0
SOAJJBD12A8C133D78,"Banana Seat Girl","Higgins Ultra Low Track Glue Funk Hits 1972-2006","Venetian Snares",2002
SOPOTYN12AB0181CD4,"Blue 60 (Album)",Ifive,"Man Dingo",0
SOFWCFU12A8C14130B,"Pressin' Up That Shiny Way","Blind Joe Taggart Vol. 2 (1929-1934)","Blind Joe Taggart",0
SOONMCV12A8C1458DD,"The Devil In Me","Watch Me Disappear","Augie March",2008
SOOMRFH12A8C138D64,Traffic,Autumn,Twig,0
SOUOOKY12A8C13C4BA,"Crazy Tongue","Prince Umberto And The Sister Of Ill",Bumblebeez,0
SORRXBN12A58A7C684,Sucha,"The People Vs.","Trick Trick",2005
SOCNGSC12AB0187A7C,"Scarlett of Heaven nor Hell","We Sing of Only Blood or Love","Dax Riggs",2007
SOYFPNK12A58A80203,"The Lion's Mouth","Enchanted Islands","Beep Beep",2009
SOPBKIV12A8AE46CA1,"I Want You To Stay","Missing Songs","Maximo Park",2005
SOIDWYM12AB0187B62,"Just That Good","A Little Elbowroom","Dee Brown",0
SONKTHE12AB018246E,"Watcha Wanna Do Prelude","1 Life 2 Die",Kamikaze,0
SOGFZMZ12AAF3B4975,"Easy to Please","American Legend","Janie Fricke",1992
SOCFLQA12AB01850EA,"Hao Xin Fen Shou","Must Love Candy Lo","Candy Lo",0
SOPLLWC12A8C138B25,"For All My People","Ich bin jung und brauche das Geld","Eko Fresh feat. Mr. Knight",2003
SORHJYO12AB018882A,"Angels_ Demons & Droids - Remix","Somos Ángeles","Glamour To Kill",0
SOJSKWH12CF5F888EE,"African Herbsman","The Complete Lee ""Scratch"" Perry Sessions","Bob Marley",1999
SORTHCE12AB0182A78,Fitzcarraldo,"After Mathematics","Kleenex Girl Wonder",2002
SOKIABX12A8C131124,"The Fitting from The Gondoliers","Topsy-Turvy Original Motion Picture Soundtrack","Carl Davis",0
SOBMJHH12AB017DF32,"New Faces In The Field","Letter To Home","IIIRD Tyme Out",1995
SOGGERY12AB01837E9,Galaktika,"Access Denied EP","Sasha Virus",0
SORBSFW12A8C13676B,Dreaming,"Karaoke - Blondie","Blondie (Karaoke)",1979
SOZDUJK12A58A80DA1,"La Cancion Ooh Ooh (Ooh Ooh Song - Spanish Version) (24-Bit Remastered 99) (1999 Digital Remaster)","Synchronistic Wanderings","Pat Benatar",0
SOJAWBG12A8C137499,Satisfied,Five,Five,1998
SOMLQAZ12A8C13E8D5,"Silent Waters","Silent Waters",Amorphis,2007
SOAWYTV12AB018A6E8,"Better Way (Album Version)","First Time For Everything","LITTLE TEXAS",0
SOPGWKQ12A8C131D62,"Ain't It A Shame","The Very Best Of Major Lance","Major Lance",1963
SORKKMA12A6D4FB6CE,"Hermosa Joven","Hermosa Joven","Los Intocables Del Norte",0
SOWPNTP12AAF3B1D86,"Day Is Done","Roadhouse Sun","Ryan Bingham",0
SOUIBFW12AB018FECB,"Brass Knuckle Sandwich","Frankie Welfare Boy Age Five",Braid,1995
SOZDLWD12A58A77257,"Twice On Sunday","Lessons For Lovers",Lylas,0
SOMCMBV12AB0184637,"Seven Shades of Indigo","Man's Machine","Jim Luxon",0
SOLSCOB12A6D4F80C8,"The Kicker (Rudy Van Gelder Edition) (1999 Digital Remaster)","Song For My Father","Horace Silver",1965
SOSCBFE12A8C13EFEB,"Ich & Du","Wo fängt dein Himmel an?","Philipp Poisel",2009
SONIEED12AB0184DE6,"Satani - (Skit)","Bak On Kampus","Skwatta kamp",0
SOWKPYS12A6D4F7CB1,"Gsg 29","Baader Meinhof","Baader Meinhof",1996
SOONQDY12A8C141AC8,"Laughing Hard or Crying?","Black Wine","Colin Gilmore",0
SOCPPVB12A6BD4DAB3,"No Sirvo Para Estar Sin Ti","Recordando ...","Shaila Dúrcal",2007
SOFAPJK12AB017FD93,Reality,"Inspirational Motivational",Progressive,0
SOVOFZO12AC3DF9D62,"Crowded Emptiness","Fly Paper",Tiles,2008
SOMEAIC12A8C137428,"Love & Kisses","Reflected Images - The Best Of Altered Images","Altered Images",0
SOKUTZZ12A8AE48F7D,"All I Ever Have","Riddim Driven: Extasy","Mr. Vegas",0
SOFXHXD12D021B2263,"Thinkin' About You","The Singles Collection","Britney Spears",1999
SOYXURK12AB018D0F7,Boogietroit,"Boogietroit EP",Consequence,0
SOYZGOA12A8C140183,"Red House","50_000 BC","Shudder To Think",1991
SOERTUP12A81C22536,"The Whole Truth","The Last Post","Carbon Silicon",2007
SOINYKX12AB0180812,Seeker,"Brightest Star",Decal,2003
SOIDKMK12A67AE0DD6,"Texas  Cinema","Placer Found","Early Day Miners",2001
SOCEVGD12A679D7E8B,Dragula,"American Made Music To Strip By","Rob Zombie",1998
SOBDSCS12A8C13A2BF,"Two Morceaux Op. 57: I.       Désir","Scriabin - Piano Works","Mikhail Pletnev",0
SOZTJLN12A8C1390A7,"Down the Railroad","Daily Lama",De-Phazz,2002
SOTXHLU12A6D4FC239,"Medley (Alcohol_ Puke_ Mon Cheri_ Wonderful Life)","Best Case Scenario: 25 Years In Beers",Tankard,2007
SOWTLTK12A8C13B468,"The Swarm (:Wumpscut: Remix)","Breed To Death",Dismantled,2005
SOPRXWA12A6310DF27,"Let Your Yeah Be Yeah","The Universal Masters Collection","Jimmy Cliff",1990
SOJKZON12A8C137E2E,"Let Your Mind Drain (Jersey Mix)",You,"My Psychotic Motor",0
SOTNPEI12A6D4F92DB,"You Don't Know What Love Is","Great Ladies Of Song / Spotlight On Dakota Staton","Dakota Staton",0
SOVITXL12A8C13208C,Pockets,"The Omaha Record","Bottom Of The Hudson",2003
SOLUKUB12AB01864F0,Dense,"Ceux Du Dehors","Univers Zero",1981
SOPPTHF12AB018EDFC,"Red Cross Store","Mama Says I'm Crazy","Mississippi Fred McDowell & Johnny Woods",2002
SOGWUBE12A6D4FBD80,"Is That Her?","The Family Stone","Michael Giacchino",2006
SONMKBQ12AB018C343,"Une Grande Rousse Aux Yeux Verts","Plus De Diva","Julie Zenatti",0
SOQQQPS12AB017FB1A,"We'll Live Longer (Album Version)","Watchmen - Original Motion Picture Score","Tyler Bates",0
SOYKLRI12A8C13A4A0,"Just because of you","Dance 2009","Fat Dog",0
SOVUJEC12AB0184824,"Racing Back To Mississippi","Double Your Pleasure","Southern Gentlemen",2003
SOCNCNV12A8C13F807,Feathers,"Blackberry Belle","The Twilight Singers",2003
SOHNGUA12AB018475A,"Formiga Miúda",Casuarina,Casuarina,2005
SONFYTK12A8AE45883,"Drop Me In The Middle",Unwritten,"Natasha Bedingfield",2004
SOMWETC12AB018A407,Capsize,"Where the Wild Things Are Motion Picture Soundtrack:  Original Songs by Karen O and The Kids","Karen O And The Kids",2009
SOGYDVO12A8C13D604,"A Lesser Path Growing","If Night Is A Weed And Day Grows Less","Mitchell Akiyama",2004
SOISBDQ12AB0185D54,"I Can't Give You Anything But Love","Stranger In Paradise (Digitally Remastered)","Jimmy Smith",0
SOMBLTM12A8C13D848,"Por La Noche",Malamarismo,"Mala Rodriguez",2006
SOXDXIU12A8C13B4E8,"Suberb (D's and Vogue's) (Radio Edit)",Superb,Superb,0
SOJCTJK12A6D4FBB2F,"Amor En El Aire","Las Canciones De Mis Peliculas","Rocio Durcal",2006
SOYDGKF12AB018B641,"La soledad de Michel (vals)","París - Tombuctú","Manolo Tena - Luis Eduardo Aute",0
SOOYVWA12A6D4FA570,"Night_ Nite","Everyone Down Here",Earlimart,2003
SOSATUH12AB0180BD9,"Why didn't I stay at home","Do you feel Restless",Restless,0
SOEAPQS12A58A786EA,"No More Reruns (LP Version)","The Red And The Black","Jerry Harrison",1981
SOHUEAZ12A8C13D37F,"Margie (Broadway Brevities 1920)","Broadway 1919 - 1946","Eddie Cantor",0
SOFKCGM12AB01805A4,Dinah,"Paper Doll","Mills Brothers",0
SOLLYVD12A6D4FA507,"Mein Name ist Mensch (Album Edit)","Mein Name ist Mensch","Söhne Mannheims",0
SOKAZDX12AB01868C4,Circle,"Sister Sweetly","Big Head Todd and The Monsters",1993
SOVFRZW12AAA15EB3F,"The Christmas Song (Chestnuts Roasting On An Open Fire)","James Taylor At Christmas","James Taylor feat. Toots Theilemans on harmonica",0
SOYOUVU12AB0190273,"After the First Sin","Spain Is Pain","The Pribata Idaho",0
SORDYIR12A6701E88A,"Commesso Viaggiatore","Fotografia Di Un Momento","Al Bano And Romina Power",0
SOYUSEW12AB0186EF7,"No Pressure (Album Version)","Everybody Doesn't",Amanda,0
SOUYKZJ12A67021415,"Song (LP Version)","Of Rivers And Religion","John Fahey",1972
SOAKXUU12AB01852CD,"Run With Me Tonight","Everybody Rise","The Makers",2004
SOHQRPA12AB018819C,"Leave (Album Version)","Everything She Was","Josh Hoge",2008
SOJOQYO12A8C142456,"I Had Myself a True Love","How Glory Goes","Audra McDonald",2009
SOYTXYK12AB0186E5A,"Incident At 23 Cranley Gardens",Serial,"Andi Sexgang",0
SOKCNYM12AB0185AE6,Untitled,"The Track of the Hunted","Der Blutharsch",2003
SOTJCLR12AB018052C,June-A-Done-July-O,"Cool Summer Jams","The Cucumbers",0
SONQKCZ12AB017BC1B,Floorbeats,Rollin,Xenical,0
SOKSNUQ12AB0182C49,Comfort,"Shades Of Al Davis","Shades of Al Davis",0
SOFOTUE12AB0183546,"War Eternal","One Foot In Hell","Cirith Ungol",1986
SOMKBCZ12AB018985B,"I Will Wait For You (Electric Eyes - Album Version Bonus Track)","Lauren Wood","Lauren Wood",0
SORIQND12A8C140D94,"Foot Of The Mountain","My Songs 2010",A-Ha,2009
SODDOKA12A8C13D563,"Idle Dream","Gold Dust",Souls,0
SOBXAAU12A8C13DE71,Free,Misery,Core22,0
SOKXSLU12AB01846E8,"Nobody Flyer Than Me","Block Star","Young Dru",0
SODCFCV12AB0184B36,"Mess Around (Live)","Gone But Not Forgotten","Bo Diddley",0
SOFBCRC12A8C13CD23,"Lá Vem A Baiana","Noventa Anos Do Samba","Jamelão",2002
SOCRJIZ12A8C143B68,"Tobogã pro Inferno","Pareço Moderno","Cérebro Eletrônico",2008
SOLYBBF12AAF3B4335,Murmurio,Insensatez,"Lalo Schifrin",0
SOXHAIB12AB017B423,"El Cayuco","Performing Live At The Blue Note","The Big 3 Palladium Orchestra",0
SOVEFXL12A8C13EBA1,"Sahara no Yuuwaku (Album Version)",Woman,"Mio Isayama",2006
SOAUQJS12A8C1361C4,"Why Should I Believe You - Valentin Alt Club Remix","Why Should I Believe You - The Remixes","Jenna Drey",0
SOEDOBI12A8AE45104,"Sugar High",Electroacidfunk4,"DJ Liquid",0
SOQYANB12AB0184838,"Both Sides","Two Words","Overwhelming Colorfast",1994
SODNWVT12A6D228288,"21 tyson","Sotto Assedio","Cor veleno",2000
SOWVCKW12A58A7A9FB,"Muere por mí","Yo Soy","Mariana Ochoa",0
SOOTCUB12A6D4FC167,"LA MER_ VUE DE PROFIL","Magic Age II","ZAZOU_ HECTOR",0
SOPSHYG12A670215BF,"Party For Your Right To Fight","It Takes A Nation Of Millions To Hold Us Back","Public Enemy",1988
SOMALTJ12AB0184021,"Jeepers Creepers",Dynamite,"The New Tradition",0
SOWZSPH12AB01824BF,"Kiss Me Again","Growing Up",Hi-Standard,1996
SOCJTYA12A6D4F652C,Guillotine,"The Best Of Agression",Agression,2006
SOFRXNA12A8C1385FD,"Who Ya Wit","Shreveport's Throwdest",B-Mac,0
SOLIYGM12AB017F6EF,"Les Noces De Figaro","Concerto D'Aranjuez + Les Quatre Saisons","The Swingle Singers",0
SOGZWHR12AB01813DF,Bulerimbao,Jaleo,"Louis Winsberg",0
SOPUJZD12AB017BAA8,"Ils Veulent Savoir","Lady Sweety","Lady Sweety",0
SOCUTQP12AB01815B1,Swallow,"Just A Catwalk From Heaven",Hype,2005
SOTDTTQ12A8C140B2A,"Come See About Me","Group Improvisation& That's Music!","The Lord High Fixers",0
SOKKDOU12AB017D62B,"Vento Freddo","Aspettando Il Sole",Neffa,1998
SOFKBGV12A8A9D9524,"Tom Likes Drinking",Obsessive,Absolute,0
SOVZYTW12AB0182076,"Slow Glide","Remixes By","Santiago & Bushido",0
SOQKGWP12A8C13F584,"Ruff Loop (100Bpm)","Beats Breaks & Scratches 4","Simon Harris",0
SOEKXPT12A6D4F76FB,"Mi Buen Corazon","Mi Credo","Pepe Aguilar",0
SOOPAVR12A6701BFEA,Dreams,"Requiem for a Dream / OST","Clint Mansell",0
SOWILZA12AB018611C,"East Bay Anthem","Spice 1 Presents...The Playa Rich Project","3 Way Funk",0
SOVFUGF12A6D4FC112,"Your Loving Arms","Your Loving Arms","Karen Overton",2006
SOYHYIM12AB017FB14,"Right To Do You Wrong","Sex_ Drugs and Bill Monroe","Nine Pound Hammer",2008
SOKEVMF12AC4687AFE,"Shift (Remix by Feed)",Exit,Dismantled,2003
SORZPUH12A8C1323E8,"The Angry Monk","American Gypsy","Tony Furtado",2002
SOZLVEI12AB0185224,"Pot-Pourri De Samba Duro III","Ara Ketu Dez","Ara Ketu",0
SOKZCTC12AB01887C6,"I Got Rings On My Fingers","Classic Years of The Merry Macs","The Merry Macs",0
SOIWIFD12A8C13A07E,"Senhor Do Tempo","Imunidade Musical","Charlie Brown Jr.",2005
SOXQLDP12AB017E8CB,"People Come_ People Go","Chill The Beach",Arnej,0
SOUEWCA12AB01865B8,Paralyzed,Giant,Charming,1997
SOLYVOL12A8C13B632,"Symphony No. 100 in G major_`Military` (1992 Digital Remaster): II.      Allegretto","Haydn: Symphonies Nos. 99 - 104","Royal Philharmonic Orchestra/Sir Thomas Beecham",0
SOHTIYE12AC3DF9399,"Don't Get Yourself A Shovel","The Green Album","Christie Hennessy",0
SORDCXM12AB018114F,Messiah,"The Dreams Of Men",Pallas,2005
SOAVQAZ12A8C13496D,Manteca,"CABU Jazz Masters - Latino: Une Anthologie 1947 - 1957","Dizzy Gillespie",1948
SOMBTJT12A8AE48834,"Buildings & Mountains (EP Version)","Republic Tigers EP","The Republic Tigers",0
SOAFVFQ12AAA15FCF4,"So Dead","GENERATION TERRORISTS","Manic Street Preachers",1992
SOWMBUI12A8C13B121,"Satt !!! (Club Cut)","Hardcore Vibes / Satt !!!","Rave Allstars",0
SOKLQTJ12AAF3B3DAA,"Destinations (Holdfire Mix)","Bar De Lune Presents Buddhist Chillout",DnD,2004
SOQRNZQ12AC468C624,"No Parking","Live at Matterhorn","Fat Freddys Drop",2001
SOLWDJS12A6D4F6523,"Buk-In-Hamm Palace (2002 Digital Remaster)","Mystic Man","Peter Tosh",1979
SOJGNAK12A58A77170,"Professional Experts (feat. Kool Keith)",Confidence,"Motion Man feat KutMasta Kurt",0
SOAFJGN12AB0187B1C,"Jump Up Free","A la Conquista","Mr. Grillo",0
SORBAVB12AC3DF7F7F,Orpheus,"Detroit Falls",Pariah,0
SOJPQQQ12A8C13428C,Siena,"Midnight Morning","Greg Adams",0
SOOVIID12A58A7985E,"Home Is Where The Heart Is","The bound feed the gagged","Walls Of Jericho",1999
SODDALH12A8C131930,"Days Were Golden (Album)",Live,"Sunny Day Real Estate",1999
SOCLAQB12AC9072F76,"Where The Sidewalk Ends (feat. NO)",3-D,"I See Stars",0
SOAHUBG12A8C13A494,"Just For Tonight","Greatest Hits - The Best of Henry Mancini","Henry Mancini",1962
SOIUQLE12A8C1442CD,Anothertyme,"The Wizard Of Is","Pearls Before Swine",0
SODWSFY12A8C13E536,Piecemeal,Striplight,A.P.E.,1995
SOANERZ12A58A7DA7F,Morning,"High voltage resistance","Home Made Mutant",2003
SOGVDMM12AB0182B29,"Uncle Jerry","Voice Of Chunk","The Lounge Lizards",0
SOYKKOL12A58A79FD6,"Tom Tom Theme","Tom Tom Club","Tom Tom Club",1981
SOEOWOP12AB0182FD5,Kalpeanaama,Hulalalaa,"Noitalinna Huraa!",1986
SOZDJLU12A58A7A72E,"Stilled Life","Social Comment","All Good Funk Alliance (feat. Swamburger&Alexandrah",0
SOINHBA12AB018A4F6,"On Top of Ol' Smokey","Sings His Favourites","Burl Ives",0
SOUTULM12A8C1394AA,"Not Even Monday","You've Got Me Now","Cleve Francis",0
SOEQPKB12AB0183524,Thunderball,"The Music of John Barry","The Hollywood Studio Orchestra",0
SOAGYOP12AAF3B2356,Joy,"7 Latidos",OV7,2001
SOPPGBE12A8C13B7A0,Ciocarlita,"Speed brass of the gypsies","Fanfare Savale",2004
SOYRSHJ12A6D4FBA5E,Revelation,"Live Wires","Yellowjackets / Steve Croes / Paulinho Costa / Take 6",1986
SOXAHYT12AC9075503,Utopia,"Blue Planet","Moskwa TV",1987
SOSZDIG12A6D4FDAAD,"Bam Teli",Metamorfoz,Tarkan,2007
SODECJY12A8C13F8D3,"That'll Get It","Cow Cow Davenport Vol. 1 (1925-1929)","Cow Cow Davenport",0
SOMFVYT12AB0180D69,"Das Boot","Dance Hits Reloaded.2","Guenta K.",0
SOIQZXT12AB0189398,"Dorme (Album)","Brazilian Lullaby","Cathy Fink & Marcy Marxer",0
SORHGSW12A8C13EF67,"Keep Your Dress Tail Down (LP Version)","Boozoo Chavis","Boozoo Chavis",1991
SOKEKYD12AB0189135,"The Man In Love","The Legendary Sun Classics","Charlie Feathers",1999
SODADLS12AF72A164F,"Petit Comite Na Casa De Tia Ciata","Orchestra Klaxon","Max De Castro",0
SOAHFLH12A8C136018,"Big Sky City (Above the Clouds Mix)","Mysterious Traveller","System 7 / Derrick May",2002
SOJXJTS12AB0187BE3,"Harem Shuffle",Eulogy,"Tangle Edge",0
SOTVPTS12A8C14392B,"Sex (LP Version)","Midnite Dynamite",Kix,0
SOFUYNS12AB01861E2,"Imagine Seven","Repaint Tomorrow","Fat Jon",2008
SOBQWQA12A8C145621,"Second Sunrise","Downfall - The Early Years","The Gathering",0
SONYUWZ12AC960A4C6,"De Evige Tre","Mitt Ville Hjerte","Kari Bremnes",1987
SOSQRDY12AAF3B25BC,Lucky,"Captain Skarlet - Live","Mark Foggo's Skasters",0
