SOUSMHW12A6D4FAA8B,"Shi Guang Dian Ying Yuan",Together,"Dylan Kuo",0
SODYZMU12A8C13D609,Echolocation,"LIVE [Mondays (at the Echo) Vol. 7 - February 4th_ 2008]","The Henry Clay People",0
SOROMNQ12AB01889E7,"Twilight Baby",Solarized,"Sola Rosa",2001
SOXCJUM12A8C13B48A,"Who's Gonna Love You Tonight",Khymera,Khymera,0
SOADWES12A6D4FB7D3,"Everybody I Know","Believe It!","Joanna Connor",0
SOLPARP12A6D4F8FDB,"Mono Synth (Robot Rock Album Version)","The Art And Craft Of Popular Music",Spoken,0
SOITLOP12AB018647E,"Ten Turnes One","Norske Byggeklosser",Karma,0
SOJUVCF12AC4688ECE,"Breaking Away","Shaun Escoffery","Shaun Escoffery",2002
SOSKALT12AB0185702,"Måneskinnsmøyane","Elverhøy","Helene Bøksle",2006
SORDFYV12A6D4F84D8,SLEEPTIGHT,"Divine Insanity",Lovex,2006
SOAAMSA12AB0185275,"Måndagsbarn","Måndagsbarn","Veronica Maggio",2008
SOHJYTA12A8C13C9C1,"Machines R Us","Live At Alexandra Palace",Faithless,2001
SOZWMLQ12A8C1462F2,"Four For Basie","Swing Shift","Count Basie Orchestra",0
SODNTNS12A8C1444BB,"Bird In A Guilded Cage","Bird In A Guilded Cage","Jungle Wonz",1993
SOOFNYA12A8C140D71,"Teen Angel","Karaoke: Sing like the First Teen Idols - Singing to the Hits","Mark Dinning",1973
SORTDNB12A8C1344B6,"The Battle of Evermore","HSQ Rides Again","The Hampton String Quartet",0
SOTXRYR12A6D4F7A87,"Let's Go Back",Blackface,Shai,1995
SOWFATF12AC960A3B2,"The Right Stuff","Secret Diary","Girl Talk",0
SOBUWMH12A8C1435AB,"Let It Snow! Let It Snow! Let It Snow!","Laid-Back Christmas Favourites","John Davis",0
SOBQYIG12A6D4F8BC0,"Goin' Down","Original Hits - Nineties","Melanie C",1999
SOBJPTW12AC3DF5FCA,"¡a mi charanga voy!","Santa clara (lo mejor de la música cubana)","Aliamén",0
SOFGJVR12A8C13D451,"Black Sabbath","Everything That Rises Must Converge","Sort Sol",1990
SOKDNXH12A8C13721F,Movement,"Soundscapes & Vibes EP","Alton Miller",0
SOIMTEO12AB018890F,"Music Response","Magic Man - EP",Sagittarius,0
SOFCOVE12AB018B27E,"Ik Heb Eerbied Voor Jouw Grijze Haren (4:46)","And're André 4 - 50 Onvergetelijke Liedjes","André van Duin",0
SOJCJRM12A8C1341C2,"Outro -  Chace Infinite","Gods And Gangsters","Self Scientific",2005
SOXGUZT12AB0187456,Antillia,Nebula,"David Hines",0
SOYIUQI12A8C137B8E,"Halleluwah (2004 Digital Remaster)",Anthology,Can,0
SOQNGFD12AB01827CC,"Freak Me Out","Volume 9 - Never The Same Just Familiar",Keesha,0
SOZJROR12AB0188820,Quadrilette,"Gosse De Paris LP Part 2","Chris Carrier",0
SOTKXKK12AB01858BC,"Never Let Die","Time's So Right","Tata Vega",0
SOCCMTX12AB017ABBC,"Freaks On The Floor (Original Mix)","Freaks on the Floor",T&A,0
SOVTXEX12A6D4FBF73,"Three Views Of A Secret (Live in Japan 1982)","Twins Live In Japan 1982","Jaco Pastorius",0
SOHZUSE12A8AE45015,"Keep Comin' Around","Rollin' Down The Road Again","Little Egypt",0
SOXXXOL12AB018DD51,"Jole Blon","Louisiana Saturday Night","JIMMY C. NEWMAN",0
SOCCVND12AB018ED7A,"Back Up Against The Wall","No Sweat","Blood_ Sweat & Tears",1973
SOICHLR12A58A7B052,"Magic Mountain (Album Version)","The Best Of Eric Burdon & War","Eric Burdon & War",0
SOJMMTS12AB017EB47,"The Sparrow Song","One_ Two_ Five","Orthodox Celts",2007
SORAXTM12A58A7D89F,Epilogo,"Polkas de mi Tierra","Chango Spasiuk",1998
SODJONC12AB018A851,"No llores más","De mi sangre a tus cuchillas","El Columpio Asesino",2006
SOJPWPJ12AC468C2D3,Hildegard,"The Timid Mischief_ Or Oh! Anomia","Al Duvall",2006
SOXIWCF12A8C136EF8,"Ride Silent","Sword & Sorcery",Majesty,0
SOOYFDB12A58A7A739,"Guide Me","Reggae Max","George Nooks",2002
SOIFNXF12AC46890B4,"Que Sera Lo Que Pelean","El Compositor Que Canta","Ismael Miranda",0
SOGTHDJ12AB017F750,"4 Ya","Le Monde Change",Papaz,0
SONXRDK12AB0183DE8,"Shutter Island Kap. 35","Shutter Island","Oliver Rohrbeck",0
SOWVBHG12A8C13F921,"The Sun Comes Up","The Last Tree","Larkin Grimm",2006
SOEPSQL12A8C142BA0,"Born in Toulouse","From Scene To Shining Scene",Chixdiggit!,2000
SOBDJHK12AB0183741,"Rael (1 & 2)","Sell Out","The Who",0
SOKIHKB12A6D4F8628,"Disgraceful (Steve Hillier Version)","Disgraceful Remixed",Dubstar,0
SOBJHGV12A81C237CB,"Bass Zone","Bass Lo + Slo 2","Bass Mekanik",1998
SOZJXAN12A6D4FD4F8,"West Print",Serenity,"Bobo Stenson_ Anders Jormin_ Jon Christensen",0
SOZDDMI12A58A77E5F,"Todas Son Celosas","Exitos Banda Gorda","Banda Gorda",0
SOPFFNE12AF72A438A,"Check On It","B'Day","Beyoncé feat. Bun B and Slim Thug",2005
SOYXQDK12AC4686C22,"Reel: The Colliers","Willie Clancy The Gold Ring","Willie Clancy",0
SOWDWXE12A6BD511CB,"100 latidos por segundo",Jonston,Jonston,2007
SOFWMFI12AB018AB25,"Back For More / 7th Day - Accapella","Hatiras - Electronic Luv 3 - Tokyo Sessions","DJ DLG / Kid Massive",0
SOBSAVV12AB017DD16,"I Love You Too Much",Fascination!,"The Human League",1983
SOGAXQK12A8C131C17,"The Magnificent Tree","The Magnificent Tree",Hooverphonic,2000
SORMUST12A58A7CEE7,"Second Hand News","Under the Covers_ Vol. 2","Matthew Sweet & Susanna Hoffs",2009
SOLVZCO12AC3DF98C4,"The Afterlife","The Afterlife",YACHT,2009
SOTQSGG12A8C13D699,"Tema Y Popurri De Torros","Mexico Canta","Mariachi Sol De Mexico",0
SOEJRPI12AC46874F8,"Embraceable You",Mario,"Mario DaSilva",0
SOMLHJS12A8C13DAF2,Afscheid,"Een Zomer Aan Het Eind Van De Twintigste Eeuw","Frank Boeijen Groep",1989
SOYYWGD12A58A7E899,"Frankie Belle","One Step Ahead","Rhonda Vincent",2003
SOORVJY12AB01881F3,M.A.S.H.,"De Mooiste Film- & Tv-tunes","London Starlight Orchestra",0
SOKTWHM12A8C1370B4,"Christmas Wish","Winter Solstice On Ice","Tuck & Patti",1995
SOJCFIZ12A58A7A6D9,She,"Greatest Hits","Groove Coverage",2004
SOCBGSJ12A81C22F93,"Look At What You Got (Live From Crawdaddy_  Dublin)","Live From Crawdaddy_ Dublin EP","Laura Izibor",0
SOWVNAH12AB017E25D,towa,towa/sweety,Siori,0
SOXMCJG12A8C13CDC3,Pimp,Innov8,"Oscar G",0
SOLBFQR12A58A7C4EF,"Mpu Ni Mpu","African Sounds Vol.7","Tic Tac",0
SOZIVYX12A8C13C805,"Fade out","In Between",Jazzanova,2002
SOXDTGZ12A5891DE6A,"I Need You","I Need You","Chyna Whyte featuring Relly T",0
SOAWFYO12AF72A2319,Allelujah,"Exaltation Of Larks","Dot Allison",2007
SOHROXG12AB017CE7F,"I Found Heaven","Life In The Tropics","The Rippingtons",2000
SOZLAQI12A8C143FEF,"Using The Night (Rhino 39 / Triple X 1986)","Rhino 39","Rhino 39",0
SOMOJMK12AB0186946,"Ocean Drive","Untitled Second","Telescopes_ The",1992
SOBMGUW12A8C1428ED,Trenchfoot,Spayed,Kasms,2009
SOWJRTU12A58A77773,"Loose Change","Logic Memory Center","John Tejada",2004
SOHSAHT12AB017CD1A,"Nettoyage Au Kärscher","Entre Ciment Et Belle Etoile","Keny Arkana",0
SOAMDGO12A8C13EFF7,"La Chica Que Baila","Tan Cerca De Mí","Pedro Guerra",1997
SONETLP12A58A7A402,"A gap in the night","The world that we drive through","The Tangent",2004
SOTSEQL12AB017C782,"Once A Day","Wine Me Up","Faron Young",0
SOWBJXX12A6D4F76EE,"Rosemary Lane","Just Kidding","Andy Belling",0
SOBHSZW12AB0180492,Guajira,"Guajira Remixes",Emmanuel,2003
SOEOIVG12A8AE47DA4,"Move Your Rump!",Worldwide,"DJ Taz",0
SOVFRNA12A8C13DCB6,"Suddenly I See [Live From Live Earth]","Live Earth - The Concerts for a Climate in Crisis","KT Tunstall",0
SOKVBSV12A8C137B71,"Let's Stay Together Medley","One Heart One Love","Phil Perry",0
SOXJRTT12A58A7A5A7,"Once In A Lifetime (Remastered & Extended Version )","The Name Of This Band Is Talking Heads","Talking Heads",1982
SOQDROT12A8C140021,"La Zizanie","La Zizanie",Zazie,2001
SONPTNA12AB0183B42,Panties,"Marry Me Tonight",HTRK,2009
SOAWSBB12A8C13AC0D,"God Bless",Vermilion,"Moka Only",0
