SOIAWGG12AB018C4DE,"Sahabat Kecilku","Gita Gutawa","Gita Gutawa",2007
SOQBWVV12A8C141421,"Griogal Cridhe","Of Foreign Lands and People","Mandible Chatter",0
SOVTPJZ12AB017E110,"Hey Girl","Hot Boogie Chillun","Hot Boogie Chillun",0
SOFVICQ12A58A7D9E8,"Somethings We Need To Forget","Leap Years","The Little Hands Of Asphalt",2009
SOYEXUF12AB018A632,"Girl_ gonna rock your world","Listen to my heartbeat","P.M. Sampson",0
SONHAKL12AB0180785,X-Or,"Rap Impact","Mac Kregor",0
SOCUYTR12AF72A44D2,"Monkey In The Middle",Skeletons,"Tiny Masters Of Today",2009
SOXZNDA12AB017AA6D,"Viva La Revolution","Get Ur Funk Done",Vera,0
SOOHIBL12A6D4F81B8,"Fool's Paradise (1991 Digital Remaster) (Single version)","The Very Best Of Don McLean","Don McLean",1994
SOEVVTR12AB018AF47,"Yakety Yak","Yakety Yak & Other Hits (Digitally Remastered)","The Coasters",1958
SONUOJV12A8C136E61,"Wellness Farm","Midnight`s Children","Saafi Brothers",2000
SOQOMKJ12A8C1445EE,Dizzy,"Karaoke: The 60's Hits - Singing to the Hits","Tommy Roe",1969
SOJDKSU12AB017DA41,"Voodoo Jammin","Live USA","Dancing Fantasy",0
SOMCKSA12AB018506C,"Porto cabello","Gipsy unity","Angelo Debarre",2009
SOKGYBH12AB0182912,"Festa - Luta","Velha Guarda 22","Mamelo Sound System",0
SOLWMCX12A8C133D00,"Die Fledermaus (1999 Digital Remaster)_ Act One: Ich muß mir für heute Abend Ausgang erschwindein!.... Adele_ ist mein Mann schon nach Haus gekommen? (Dialogue)","J. Strauss II: Die Fledermaus","Herbert von Karajan/Philharmonia Orchestra and Chorus/Nicolai Gedda/Elisabeth Schwarzkopf/Rita Streich/Luise Martini/Helmut Krebs/Karl Dönch/Erich Kunz/Rudolf Christ/Erich Majkut/Franz Böheim",0
SOKYNBN12A6701FDD4,"Italian Song","Private Collection","Jon & Vangelis",1983
SOVPYCO12A8C1315C5,"Violence Is All The Rage",Abominations,"Schoolyard Heroes",2007
SOICYXW12A58A7CFCD,"Summertime Guys","Kim Possible Original Soundtrack (German Version)","Nikki Cleary",2003
SOAQSKE12A6D4F6745,"Give Jah Praise","Messenger Man","Willi Williams",2005
SOOWQQV12A8C13B0F0,Swaggamuffin,"Morgan Freeman's Psychedelic Semen","Infinite Livez Feat. Joy Frempong",0
SOIGOOC12A8C139CC7,"Un Jour Tu Verras","Chez Toots","Toots Thielemans",1998
SOHOKJJ12A58A7C102,"Woolly Bully","Special Brew - The Platinum Collection","Bad Manners",2000
SOKEMTF12A6D4F7DF3,"Been There_ Done That","A Girl Like Me","Emma Bunton",2001
SOEYYDV12A58A798EB,"Baby Blue (LP Version)","North South","The Paul Butterfield Blues Band",1980
SOOAKFN12A81C21E48,"No God","M.I.A.: The Complete Germs","The Germs",1978
